creation_source,org_id,opted_in_to_mailing_list,enabled_for_marketing_drip,was_invited,creation_dayofweek,invited_others,adopted_user
PERSONAL_PROJECTS,1,0,0,0,4,0,0
SIGNUP,393,0,0,0,3,0,0
PERSONAL_PROJECTS,194,0,0,0,5,0,0
ORG_INVITE,285,0,0,1,0,0,0
ORG_INVITE,6,1,0,1,0,5,0
SIGNUP,52,0,0,0,5,0,0
PERSONAL_PROJECTS,333,0,0,0,6,0,0
SIGNUP,184,0,0,0,1,3,0
PERSONAL_PROJECTS,230,0,0,0,1,0,0
GUEST_INVITE,24,0,0,1,2,0,1
PERSONAL_PROJECTS,61,0,0,0,6,0,1
SIGNUP_GOOGLE_AUTH,146,1,0,0,0,0,0
ORG_INVITE,152,0,0,1,4,0,0
ORG_INVITE,112,0,0,1,5,0,0
ORG_INVITE,74,0,0,1,5,0,0
GUEST_INVITE,381,1,1,1,5,0,0
ORG_INVITE,199,0,0,1,6,0,0
GUEST_INVITE,2,0,0,1,4,0,0
ORG_INVITE,52,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,34,0,0,0,6,0,0
ORG_INVITE,240,0,0,1,0,0,0
GUEST_INVITE,4,1,0,1,2,0,0
SIGNUP,12,1,1,0,1,0,0
GUEST_INVITE,145,0,0,1,4,1,0
ORG_INVITE,226,0,0,1,3,0,1
ORG_INVITE,229,0,1,1,3,0,0
ORG_INVITE,168,0,0,1,5,0,0
GUEST_INVITE,34,1,1,1,0,3,0
GUEST_INVITE,137,1,1,1,6,0,0
GUEST_INVITE,265,0,0,1,3,0,0
SIGNUP,327,0,0,0,0,0,0
PERSONAL_PROJECTS,371,0,0,0,6,0,0
ORG_INVITE,338,0,0,1,3,0,0
ORG_INVITE,12,1,0,1,5,0,0
GUEST_INVITE,154,0,0,1,1,4,0
PERSONAL_PROJECTS,87,0,0,0,6,0,0
SIGNUP,72,0,0,0,2,0,0
SIGNUP,51,0,0,0,6,0,0
SIGNUP,308,0,0,0,2,0,0
ORG_INVITE,18,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,4,0,0,0,4,2,0
GUEST_INVITE,0,0,0,1,6,0,0
ORG_INVITE,10,0,0,1,6,0,0
ORG_INVITE,12,1,0,1,1,0,1
SIGNUP,1,0,0,0,1,0,0
ORG_INVITE,52,0,0,1,0,0,1
ORG_INVITE,403,1,0,1,5,0,0
ORG_INVITE,354,0,0,1,4,4,1
ORG_INVITE,98,1,0,1,2,0,0
ORG_INVITE,403,0,0,1,5,4,1
PERSONAL_PROJECTS,396,0,0,0,2,0,0
SIGNUP,246,0,0,0,1,1,0
PERSONAL_PROJECTS,42,0,0,0,1,0,0
ORG_INVITE,37,1,1,1,2,0,0
GUEST_INVITE,0,0,0,1,5,0,0
ORG_INVITE,20,1,0,1,0,0,0
SIGNUP,0,0,0,0,3,1,0
ORG_INVITE,47,0,0,1,5,0,0
ORG_INVITE,33,0,0,1,5,1,0
GUEST_INVITE,238,0,0,1,3,0,1
SIGNUP,330,0,0,0,5,0,0
ORG_INVITE,6,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,1,0,0,0,0,3,0
SIGNUP_GOOGLE_AUTH,2,0,0,0,1,0,0
GUEST_INVITE,61,0,0,1,5,4,0
SIGNUP,345,0,0,0,1,0,1
SIGNUP_GOOGLE_AUTH,7,0,0,0,1,0,0
ORG_INVITE,3,0,0,1,5,0,0
SIGNUP,1,0,0,0,6,0,0
SIGNUP,9,0,0,0,0,1,0
PERSONAL_PROJECTS,383,0,0,0,3,5,0
SIGNUP,10,0,0,0,0,0,1
PERSONAL_PROJECTS,223,0,0,0,1,1,0
PERSONAL_PROJECTS,51,1,0,0,5,0,0
SIGNUP,62,1,1,0,5,0,1
ORG_INVITE,0,1,0,1,1,0,0
ORG_INVITE,38,0,0,1,6,0,1
SIGNUP,159,1,1,0,2,0,0
SIGNUP,350,0,1,0,5,1,1
PERSONAL_PROJECTS,250,0,0,0,5,0,0
GUEST_INVITE,167,0,0,1,1,2,0
ORG_INVITE,45,0,0,1,6,0,0
PERSONAL_PROJECTS,79,0,0,0,3,0,1
ORG_INVITE,68,0,0,1,6,0,0
GUEST_INVITE,366,0,0,1,0,0,0
SIGNUP,79,0,1,0,3,0,0
GUEST_INVITE,128,0,0,1,5,0,0
SIGNUP,277,0,1,0,3,0,0
GUEST_INVITE,79,0,0,1,5,0,0
ORG_INVITE,123,0,0,1,5,0,0
SIGNUP,0,0,0,0,1,0,0
ORG_INVITE,76,0,0,1,0,0,1
ORG_INVITE,366,0,0,1,0,0,0
PERSONAL_PROJECTS,78,0,0,0,5,0,0
GUEST_INVITE,308,0,0,1,0,0,0
PERSONAL_PROJECTS,24,0,0,0,4,0,1
SIGNUP_GOOGLE_AUTH,11,0,0,0,6,8,0
SIGNUP_GOOGLE_AUTH,267,1,0,0,4,0,0
GUEST_INVITE,42,0,0,1,3,0,0
ORG_INVITE,402,0,0,1,6,0,0
GUEST_INVITE,60,1,1,1,3,0,0
PERSONAL_PROJECTS,219,1,0,0,0,0,0
SIGNUP,51,1,1,0,4,0,0
GUEST_INVITE,173,0,0,1,1,0,0
GUEST_INVITE,91,0,0,1,3,0,0
SIGNUP,243,1,0,0,5,0,0
GUEST_INVITE,77,0,0,1,5,0,0
ORG_INVITE,62,0,0,1,3,0,0
GUEST_INVITE,353,0,0,1,6,1,0
ORG_INVITE,1,0,0,1,5,0,0
GUEST_INVITE,268,0,0,1,2,5,0
GUEST_INVITE,218,0,1,1,5,0,1
SIGNUP,413,1,1,0,1,0,0
PERSONAL_PROJECTS,133,0,0,0,3,0,0
PERSONAL_PROJECTS,144,0,0,0,6,0,0
ORG_INVITE,25,1,1,1,5,0,0
PERSONAL_PROJECTS,29,0,0,0,1,0,0
SIGNUP,202,0,0,0,6,0,0
ORG_INVITE,179,1,1,1,5,0,0
SIGNUP,393,0,0,0,1,0,1
GUEST_INVITE,252,0,0,1,6,0,1
PERSONAL_PROJECTS,0,0,0,0,5,0,0
SIGNUP,144,1,1,0,0,0,0
GUEST_INVITE,32,0,0,1,5,0,0
ORG_INVITE,361,0,0,1,0,0,0
ORG_INVITE,270,0,0,1,1,0,0
PERSONAL_PROJECTS,205,0,0,0,0,0,0
ORG_INVITE,23,0,0,1,6,1,0
ORG_INVITE,282,0,1,1,6,0,0
ORG_INVITE,98,0,0,1,0,0,0
ORG_INVITE,395,1,0,1,6,0,1
GUEST_INVITE,76,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,292,0,0,0,6,0,0
SIGNUP,398,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,299,1,0,0,5,0,0
ORG_INVITE,329,1,0,1,4,0,0
PERSONAL_PROJECTS,348,0,0,0,5,0,0
ORG_INVITE,106,0,0,1,6,0,1
ORG_INVITE,117,0,0,1,3,3,1
ORG_INVITE,122,0,0,1,5,2,1
ORG_INVITE,411,0,0,1,4,0,1
SIGNUP_GOOGLE_AUTH,324,0,0,0,5,0,0
ORG_INVITE,87,0,0,1,6,0,0
SIGNUP,148,1,1,0,0,1,0
ORG_INVITE,224,0,0,1,1,0,0
SIGNUP,56,0,0,0,5,0,0
PERSONAL_PROJECTS,162,0,0,0,4,0,0
PERSONAL_PROJECTS,53,0,0,0,3,0,0
ORG_INVITE,388,0,0,1,0,0,0
ORG_INVITE,342,0,0,1,0,0,1
GUEST_INVITE,129,0,0,1,1,0,0
ORG_INVITE,173,1,0,1,6,0,0
ORG_INVITE,257,0,0,1,5,0,0
PERSONAL_PROJECTS,78,1,0,0,4,0,0
PERSONAL_PROJECTS,372,0,0,0,3,0,0
ORG_INVITE,402,0,0,1,1,0,0
ORG_INVITE,129,0,0,1,1,0,0
ORG_INVITE,74,0,0,1,3,3,0
ORG_INVITE,370,0,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,282,0,0,0,5,0,1
GUEST_INVITE,308,0,0,1,6,0,0
GUEST_INVITE,16,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,6,1,1,0,1,5,0
ORG_INVITE,52,0,0,1,4,1,0
ORG_INVITE,3,0,0,1,1,0,0
ORG_INVITE,59,0,0,1,4,0,0
GUEST_INVITE,6,0,0,1,2,0,0
GUEST_INVITE,4,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,346,1,0,0,2,0,0
PERSONAL_PROJECTS,326,0,0,0,3,0,0
GUEST_INVITE,17,0,0,1,4,1,0
SIGNUP_GOOGLE_AUTH,9,1,0,0,2,0,0
ORG_INVITE,5,0,0,1,3,0,0
ORG_INVITE,49,0,0,1,3,0,1
SIGNUP_GOOGLE_AUTH,29,0,0,0,6,7,0
PERSONAL_PROJECTS,365,0,0,0,3,0,0
SIGNUP,117,0,0,0,6,0,1
SIGNUP,101,1,0,0,0,1,0
GUEST_INVITE,398,1,0,1,6,0,0
ORG_INVITE,61,0,0,1,5,1,1
SIGNUP_GOOGLE_AUTH,8,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,133,0,0,0,4,1,1
PERSONAL_PROJECTS,144,0,0,0,1,0,0
GUEST_INVITE,410,0,0,1,6,0,0
ORG_INVITE,75,1,0,1,6,0,0
PERSONAL_PROJECTS,204,0,0,0,1,0,0
SIGNUP,0,0,0,0,5,0,0
PERSONAL_PROJECTS,260,1,1,0,4,6,0
ORG_INVITE,302,0,1,1,3,0,0
ORG_INVITE,161,0,0,1,3,0,0
PERSONAL_PROJECTS,5,0,0,0,6,0,0
ORG_INVITE,175,0,0,1,3,0,0
ORG_INVITE,285,0,0,1,2,0,0
GUEST_INVITE,170,0,0,1,3,0,0
ORG_INVITE,153,0,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,163,0,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,413,0,0,0,3,0,0
SIGNUP,319,0,0,0,3,0,1
PERSONAL_PROJECTS,6,0,0,0,4,0,0
GUEST_INVITE,394,0,0,1,6,0,0
PERSONAL_PROJECTS,186,1,1,0,3,6,0
ORG_INVITE,144,0,0,1,5,0,0
SIGNUP,62,0,0,0,2,0,1
ORG_INVITE,2,0,0,1,3,0,0
PERSONAL_PROJECTS,374,1,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,5,0,0,0,3,0,1
SIGNUP,22,1,1,0,2,0,0
GUEST_INVITE,256,1,0,1,6,0,1
PERSONAL_PROJECTS,16,0,0,0,5,0,0
ORG_INVITE,0,0,1,1,5,0,0
ORG_INVITE,3,0,0,1,6,0,0
ORG_INVITE,96,0,0,1,4,1,0
GUEST_INVITE,202,0,0,1,6,0,0
SIGNUP,241,0,0,0,4,2,0
SIGNUP,264,1,0,0,4,0,0
ORG_INVITE,224,1,1,1,2,0,0
ORG_INVITE,4,1,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,375,0,0,0,2,1,0
SIGNUP_GOOGLE_AUTH,284,0,0,0,6,0,0
ORG_INVITE,44,0,0,1,1,4,0
PERSONAL_PROJECTS,271,0,0,0,1,2,0
ORG_INVITE,10,0,0,1,1,1,0
PERSONAL_PROJECTS,24,0,0,0,2,0,0
SIGNUP,75,0,0,0,0,1,0
GUEST_INVITE,82,0,0,1,0,1,0
SIGNUP,11,0,0,0,4,0,0
ORG_INVITE,4,1,0,1,1,7,0
PERSONAL_PROJECTS,13,0,0,0,0,1,1
ORG_INVITE,9,0,0,1,4,2,0
SIGNUP,85,0,0,0,2,0,0
ORG_INVITE,129,0,0,1,4,0,1
ORG_INVITE,102,0,0,1,0,1,0
GUEST_INVITE,399,0,0,1,5,0,1
ORG_INVITE,81,0,0,1,4,0,0
ORG_INVITE,345,0,0,1,1,0,1
GUEST_INVITE,4,0,0,1,0,0,0
ORG_INVITE,125,0,0,1,3,0,0
ORG_INVITE,290,0,0,1,0,0,0
GUEST_INVITE,163,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,293,0,0,0,4,0,1
GUEST_INVITE,2,0,0,1,2,7,0
ORG_INVITE,92,0,0,1,1,0,0
ORG_INVITE,2,0,0,1,6,0,0
GUEST_INVITE,163,0,0,1,1,0,0
GUEST_INVITE,9,0,0,1,1,3,0
SIGNUP_GOOGLE_AUTH,4,0,0,0,4,3,0
ORG_INVITE,266,0,0,1,3,0,1
GUEST_INVITE,90,1,0,1,5,0,0
PERSONAL_PROJECTS,289,0,0,0,1,0,0
ORG_INVITE,256,0,0,1,6,0,0
PERSONAL_PROJECTS,156,0,0,0,6,0,1
GUEST_INVITE,210,0,0,1,2,0,0
ORG_INVITE,267,0,0,1,5,0,0
ORG_INVITE,108,1,1,1,2,0,0
SIGNUP_GOOGLE_AUTH,260,0,0,0,4,0,1
SIGNUP_GOOGLE_AUTH,118,0,0,0,5,0,0
PERSONAL_PROJECTS,229,1,1,0,2,0,0
GUEST_INVITE,210,0,0,1,3,5,0
SIGNUP_GOOGLE_AUTH,40,1,0,0,1,0,0
ORG_INVITE,330,0,0,1,5,0,0
PERSONAL_PROJECTS,152,0,0,0,5,1,0
GUEST_INVITE,222,1,0,1,6,0,0
SIGNUP,321,1,1,0,4,0,0
SIGNUP,360,0,0,0,3,0,0
ORG_INVITE,154,0,0,1,0,0,0
GUEST_INVITE,406,1,1,1,4,0,0
SIGNUP,67,1,1,0,5,0,0
PERSONAL_PROJECTS,38,1,1,0,2,0,0
SIGNUP,45,0,0,0,3,0,0
GUEST_INVITE,401,0,0,1,2,0,1
SIGNUP_GOOGLE_AUTH,369,0,0,0,0,0,0
ORG_INVITE,6,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,153,0,0,0,4,0,0
ORG_INVITE,69,0,0,1,4,1,0
ORG_INVITE,126,1,0,1,4,0,0
SIGNUP,1,0,0,0,6,1,0
ORG_INVITE,248,0,0,1,0,0,0
ORG_INVITE,53,0,1,1,2,0,0
ORG_INVITE,340,0,0,1,1,0,0
PERSONAL_PROJECTS,182,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,63,0,0,0,5,0,0
PERSONAL_PROJECTS,172,1,1,0,6,7,0
GUEST_INVITE,166,0,0,1,5,2,1
SIGNUP,341,0,0,0,0,0,0
SIGNUP,31,0,0,0,5,6,0
ORG_INVITE,55,0,0,1,3,0,0
SIGNUP,297,0,0,0,5,0,0
GUEST_INVITE,87,1,1,1,4,1,0
ORG_INVITE,6,0,0,1,5,0,1
ORG_INVITE,35,0,0,1,0,0,0
PERSONAL_PROJECTS,72,0,0,0,2,0,0
PERSONAL_PROJECTS,4,0,0,0,5,2,0
ORG_INVITE,63,0,0,1,0,0,0
ORG_INVITE,208,0,0,1,0,3,0
SIGNUP_GOOGLE_AUTH,13,0,1,0,2,1,1
SIGNUP_GOOGLE_AUTH,9,0,0,0,3,6,0
SIGNUP_GOOGLE_AUTH,220,0,0,0,5,0,0
SIGNUP,0,0,0,0,0,1,0
SIGNUP_GOOGLE_AUTH,67,0,0,0,4,4,0
SIGNUP_GOOGLE_AUTH,122,1,1,0,3,0,0
ORG_INVITE,30,0,0,1,2,0,0
ORG_INVITE,32,0,0,1,6,0,0
SIGNUP,25,1,1,0,4,0,1
ORG_INVITE,227,0,0,1,0,0,0
ORG_INVITE,270,0,0,1,1,0,0
GUEST_INVITE,139,0,0,1,1,3,0
PERSONAL_PROJECTS,405,0,0,0,5,0,0
ORG_INVITE,46,0,0,1,3,0,0
GUEST_INVITE,221,0,0,1,2,0,0
PERSONAL_PROJECTS,112,1,1,0,5,4,0
ORG_INVITE,372,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,1,0,0,0,5,0,0
ORG_INVITE,5,0,0,1,6,0,0
ORG_INVITE,123,0,0,1,4,0,0
ORG_INVITE,296,0,0,1,0,0,1
SIGNUP_GOOGLE_AUTH,4,0,0,0,3,0,1
SIGNUP_GOOGLE_AUTH,256,0,0,0,1,0,0
ORG_INVITE,49,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,0,0,0,0,0,0,0
PERSONAL_PROJECTS,171,0,0,0,6,1,0
GUEST_INVITE,10,0,0,1,2,0,0
ORG_INVITE,277,0,1,1,4,0,0
ORG_INVITE,395,1,0,1,5,0,1
ORG_INVITE,131,0,0,1,1,0,0
SIGNUP,150,0,0,0,0,0,0
GUEST_INVITE,91,0,0,1,6,0,1
ORG_INVITE,41,0,0,1,4,1,0
GUEST_INVITE,10,0,0,1,2,0,1
ORG_INVITE,358,0,0,1,3,1,0
ORG_INVITE,32,0,0,1,6,0,0
PERSONAL_PROJECTS,202,1,1,0,1,0,0
GUEST_INVITE,240,0,0,1,5,0,0
ORG_INVITE,27,0,0,1,1,0,0
PERSONAL_PROJECTS,59,0,0,0,5,0,0
SIGNUP,204,0,0,0,0,0,0
ORG_INVITE,121,1,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,35,1,1,0,6,0,0
GUEST_INVITE,143,0,0,1,6,0,0
ORG_INVITE,0,1,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,41,0,0,0,6,0,0
SIGNUP,144,0,0,0,1,0,0
SIGNUP,105,1,0,0,4,0,0
SIGNUP_GOOGLE_AUTH,416,0,1,0,3,0,0
PERSONAL_PROJECTS,3,0,0,0,0,0,0
PERSONAL_PROJECTS,149,0,0,0,3,1,0
GUEST_INVITE,70,1,1,1,0,0,0
GUEST_INVITE,1,0,0,1,2,0,0
GUEST_INVITE,116,0,0,1,6,0,0
ORG_INVITE,414,1,0,1,3,0,0
PERSONAL_PROJECTS,14,0,0,0,2,0,0
GUEST_INVITE,148,1,0,1,6,0,0
SIGNUP,18,0,1,0,0,0,0
SIGNUP_GOOGLE_AUTH,13,0,0,0,0,8,0
SIGNUP,125,0,0,0,5,0,0
ORG_INVITE,6,0,0,1,6,0,0
ORG_INVITE,30,0,0,1,5,0,0
SIGNUP,379,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,73,1,1,0,0,0,0
SIGNUP_GOOGLE_AUTH,16,0,0,0,0,2,0
GUEST_INVITE,110,0,0,1,4,0,1
ORG_INVITE,31,0,0,1,4,0,0
ORG_INVITE,75,0,0,1,6,3,0
ORG_INVITE,124,0,0,1,1,0,0
ORG_INVITE,308,1,0,1,4,0,0
ORG_INVITE,346,1,1,1,6,0,0
ORG_INVITE,0,0,0,1,6,0,0
ORG_INVITE,252,0,0,1,4,0,0
SIGNUP,384,0,0,0,4,0,0
PERSONAL_PROJECTS,208,0,0,0,2,0,0
ORG_INVITE,28,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,106,1,0,0,0,0,0
ORG_INVITE,1,1,1,1,2,4,0
ORG_INVITE,10,0,0,1,5,0,0
GUEST_INVITE,63,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,39,0,0,0,3,0,0
ORG_INVITE,3,0,0,1,5,0,0
PERSONAL_PROJECTS,16,1,0,0,6,3,0
SIGNUP,86,0,0,0,5,0,0
ORG_INVITE,2,0,0,1,6,0,0
PERSONAL_PROJECTS,66,0,0,0,1,0,0
PERSONAL_PROJECTS,111,0,1,0,4,5,0
SIGNUP_GOOGLE_AUTH,382,0,0,0,1,0,1
ORG_INVITE,87,1,0,1,1,0,0
GUEST_INVITE,5,1,0,1,0,0,1
GUEST_INVITE,366,1,1,1,6,0,0
SIGNUP_GOOGLE_AUTH,120,0,0,0,3,0,0
SIGNUP,172,0,0,0,4,3,0
SIGNUP,19,0,0,0,6,1,0
ORG_INVITE,15,0,0,1,3,0,0
GUEST_INVITE,13,0,0,1,3,0,0
SIGNUP,6,0,0,0,3,0,0
ORG_INVITE,10,1,1,1,4,0,0
PERSONAL_PROJECTS,2,0,0,0,6,0,0
PERSONAL_PROJECTS,10,0,0,0,5,9,0
ORG_INVITE,159,0,0,1,0,0,0
SIGNUP,254,1,1,0,3,0,0
GUEST_INVITE,47,0,0,1,5,2,0
ORG_INVITE,13,0,0,1,4,0,0
PERSONAL_PROJECTS,111,0,0,0,2,0,0
GUEST_INVITE,2,0,0,1,2,0,0
PERSONAL_PROJECTS,239,0,0,0,3,0,1
GUEST_INVITE,167,0,0,1,3,0,1
SIGNUP_GOOGLE_AUTH,1,0,0,0,0,1,0
GUEST_INVITE,12,0,0,1,6,0,0
ORG_INVITE,2,0,0,1,3,0,0
SIGNUP,17,0,0,0,4,0,0
ORG_INVITE,10,0,0,1,2,0,0
SIGNUP,181,0,0,0,4,0,0
SIGNUP,300,0,0,0,4,0,0
ORG_INVITE,55,0,1,1,4,7,1
ORG_INVITE,98,1,1,1,3,0,0
ORG_INVITE,377,0,0,1,3,0,0
PERSONAL_PROJECTS,217,0,0,0,5,1,1
SIGNUP,30,0,0,0,6,4,0
GUEST_INVITE,48,0,0,1,5,0,0
ORG_INVITE,53,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,163,0,0,0,5,0,1
SIGNUP_GOOGLE_AUTH,12,1,0,0,4,0,0
PERSONAL_PROJECTS,22,1,0,0,5,0,0
PERSONAL_PROJECTS,356,0,0,0,1,4,0
SIGNUP_GOOGLE_AUTH,83,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,348,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,221,0,0,0,2,2,0
PERSONAL_PROJECTS,90,0,0,0,5,0,0
GUEST_INVITE,180,0,0,1,1,4,0
SIGNUP_GOOGLE_AUTH,60,0,0,0,4,0,0
GUEST_INVITE,409,0,0,1,6,0,0
SIGNUP,5,0,1,0,5,0,0
ORG_INVITE,29,0,0,1,3,0,0
SIGNUP,257,0,0,0,1,0,0
ORG_INVITE,373,0,0,1,6,0,1
SIGNUP_GOOGLE_AUTH,13,0,0,0,0,0,0
GUEST_INVITE,8,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,1,0,0,0,6,3,0
GUEST_INVITE,141,1,0,1,0,0,0
ORG_INVITE,16,1,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,2,0,0,0,4,0,0
ORG_INVITE,261,1,1,1,4,0,0
SIGNUP,58,1,1,0,6,0,0
PERSONAL_PROJECTS,68,0,0,0,0,0,0
SIGNUP,289,1,0,0,6,2,0
ORG_INVITE,401,0,0,1,3,0,0
SIGNUP,102,1,0,0,6,0,0
GUEST_INVITE,2,0,0,1,4,0,0
ORG_INVITE,276,1,0,1,1,0,0
ORG_INVITE,242,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,115,1,0,0,1,0,1
SIGNUP,51,0,0,0,6,0,0
SIGNUP,198,0,0,0,4,0,0
ORG_INVITE,20,1,1,1,3,1,1
ORG_INVITE,144,0,0,1,1,0,0
SIGNUP,282,1,0,0,2,0,0
ORG_INVITE,17,0,0,1,4,0,0
ORG_INVITE,265,1,0,1,3,4,1
GUEST_INVITE,90,0,0,1,1,0,0
ORG_INVITE,11,0,0,1,4,0,0
SIGNUP,35,0,0,0,3,0,0
SIGNUP,261,0,0,0,3,1,0
ORG_INVITE,33,0,0,1,2,0,0
GUEST_INVITE,281,0,0,1,3,0,1
ORG_INVITE,20,1,0,1,0,0,0
PERSONAL_PROJECTS,25,0,0,0,3,0,0
PERSONAL_PROJECTS,130,0,1,0,2,0,0
GUEST_INVITE,0,0,0,1,1,3,0
PERSONAL_PROJECTS,203,1,0,0,1,0,0
ORG_INVITE,314,0,0,1,5,0,0
SIGNUP,2,0,0,0,1,0,0
PERSONAL_PROJECTS,255,0,0,0,1,0,0
SIGNUP,344,0,0,0,1,0,0
ORG_INVITE,54,0,0,1,5,0,0
SIGNUP,242,0,0,0,3,0,0
GUEST_INVITE,29,0,0,1,6,2,0
GUEST_INVITE,77,0,0,1,0,0,0
SIGNUP,32,0,0,0,3,0,0
SIGNUP,235,0,0,0,6,0,0
PERSONAL_PROJECTS,323,0,0,0,2,1,0
ORG_INVITE,31,0,0,1,0,0,0
ORG_INVITE,257,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,1,1,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,129,1,0,0,3,0,0
ORG_INVITE,296,0,0,1,0,0,0
ORG_INVITE,247,0,0,1,6,0,0
GUEST_INVITE,305,0,0,1,2,0,1
GUEST_INVITE,191,0,0,1,5,0,1
ORG_INVITE,1,1,0,1,0,0,0
ORG_INVITE,206,1,0,1,2,0,0
SIGNUP,313,0,0,0,6,0,0
ORG_INVITE,34,0,0,1,6,0,0
ORG_INVITE,15,0,0,1,5,3,0
PERSONAL_PROJECTS,411,1,0,0,2,2,0
GUEST_INVITE,288,0,0,1,1,1,1
GUEST_INVITE,356,0,0,1,2,0,0
ORG_INVITE,149,0,0,1,5,0,0
SIGNUP,299,0,0,0,3,2,0
GUEST_INVITE,23,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,316,0,0,0,1,0,0
SIGNUP,21,1,0,0,0,1,0
GUEST_INVITE,0,0,0,1,4,0,0
ORG_INVITE,19,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,167,0,0,0,3,0,0
ORG_INVITE,340,0,0,1,6,0,0
SIGNUP,176,0,0,0,1,0,0
ORG_INVITE,161,1,0,1,6,0,0
ORG_INVITE,1,0,0,1,0,0,0
ORG_INVITE,0,0,0,1,2,1,0
SIGNUP,70,0,1,0,6,0,0
ORG_INVITE,123,0,0,1,4,0,0
ORG_INVITE,135,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,33,0,0,0,3,1,0
PERSONAL_PROJECTS,41,0,0,0,1,0,0
ORG_INVITE,312,0,0,1,4,0,0
ORG_INVITE,260,0,0,1,3,0,0
SIGNUP,7,1,0,0,1,0,1
SIGNUP,318,0,0,0,5,0,1
SIGNUP_GOOGLE_AUTH,250,0,0,0,6,0,0
ORG_INVITE,278,0,0,1,4,0,0
ORG_INVITE,9,0,0,1,3,0,0
SIGNUP,78,0,0,0,4,0,1
ORG_INVITE,16,0,0,1,5,1,0
ORG_INVITE,190,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,45,0,0,0,3,0,0
PERSONAL_PROJECTS,101,0,0,0,0,0,0
ORG_INVITE,152,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,376,0,0,0,5,0,0
GUEST_INVITE,49,0,0,1,3,0,0
GUEST_INVITE,32,0,0,1,2,3,0
PERSONAL_PROJECTS,86,0,0,0,6,0,0
ORG_INVITE,56,0,0,1,4,1,1
ORG_INVITE,204,0,0,1,5,0,0
SIGNUP,76,0,0,0,3,0,0
ORG_INVITE,25,1,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,2,0,0,0,1,0,0
SIGNUP,322,0,1,0,5,3,0
SIGNUP,201,0,0,0,5,0,0
ORG_INVITE,45,1,0,1,3,0,1
GUEST_INVITE,325,0,0,1,3,0,0
ORG_INVITE,297,0,0,1,0,0,0
ORG_INVITE,56,0,0,1,4,1,0
SIGNUP_GOOGLE_AUTH,113,0,0,0,4,0,0
GUEST_INVITE,216,0,0,1,1,0,0
PERSONAL_PROJECTS,0,0,0,0,2,0,0
SIGNUP,6,0,0,0,1,0,0
SIGNUP,272,0,0,0,2,0,1
SIGNUP,325,1,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,51,0,0,0,2,0,0
ORG_INVITE,25,0,0,1,6,1,0
GUEST_INVITE,149,0,1,1,0,0,0
PERSONAL_PROJECTS,55,0,0,0,6,0,0
ORG_INVITE,342,1,0,1,0,0,0
PERSONAL_PROJECTS,310,1,1,0,5,0,0
PERSONAL_PROJECTS,293,0,1,0,0,1,0
GUEST_INVITE,8,0,0,1,3,0,0
ORG_INVITE,286,0,0,1,4,0,0
ORG_INVITE,237,0,0,1,2,0,0
SIGNUP,105,1,1,0,0,0,0
PERSONAL_PROJECTS,314,0,0,0,4,0,0
ORG_INVITE,1,0,0,1,5,0,0
GUEST_INVITE,48,0,0,1,1,4,0
ORG_INVITE,408,1,1,1,4,0,0
GUEST_INVITE,3,0,0,1,6,0,0
